organisationunitid,uid,mflcode,facility,level,ward_uid,ward,subcounty_uid,subcounty,county_uid,county
35386,hk86L54VUkH,14250,Bethelm Clinic,5,RZsWJRZ4mIG,Ongata Rongai Ward,BLz1HkvvMkA,Kajiado North Sub County,Hsk1YV8kHkT,Kajiado County
95098,bXLB3ZQDFQa,19264,Githurai Health Care Medical Clinic,5,PN1D8Nm8ufZ,Kiuu Ward,TPRNJqSm4lK,Ruiru Sub County,qKzosKQPl6G,Kiambu County
89389363,aRb9HkU7xWq,712991,Rumuruti D Community Unit,5,JoGNwQRLIWT,Rumuruti Township Ward,pXbWrnFPpKb,Laikipia West Sub County,xuFdFy6t9AH,Laikipia County
89389069,NpL8OdqvwSt,712972,Maili Nane Community Unit,5,GpddBXmXl2i,Umande Ward,pF6qPMIlHte,Laikipia East Sub County,xuFdFy6t9AH,Laikipia County
89389086,tnWCsta1aZs,712973,Muhotetu C Community unit,5,OhvgVomhsMZ,Marmanet Ward,pXbWrnFPpKb,Laikipia West Sub County,xuFdFy6t9AH,Laikipia County
89389104,eYZeQ8IFUXg,712974,Muhotetu B Community Unity,5,OhvgVomhsMZ,Marmanet Ward,pXbWrnFPpKb,Laikipia West Sub County,xuFdFy6t9AH,Laikipia County
89389144,lPyYDrPPKhT,712976,Gatirima community unit,5,OhvgVomhsMZ,Marmanet Ward,pXbWrnFPpKb,Laikipia West Sub County,xuFdFy6t9AH,Laikipia County
89389166,la652TSRi8u,712980,Kiamariga Community Unit,5,vU9560o42tL,Salama Ward,pXbWrnFPpKb,Laikipia West Sub County,xuFdFy6t9AH,Laikipia County
89389167,b8wKLz1vhb5,712981,Kiamariga Community Unit,5,vU9560o42tL,Salama Ward,pXbWrnFPpKb,Laikipia West Sub County,xuFdFy6t9AH,Laikipia County
89389175,cWrAiwaBjDD,712983,Mutara community Unit,5,vU9560o42tL,Salama Ward,pXbWrnFPpKb,Laikipia West Sub County,xuFdFy6t9AH,Laikipia County
89389181,kEPqcjCgtTn,712984,Mathira community Unit,5,vU9560o42tL,Salama Ward,pXbWrnFPpKb,Laikipia West Sub County,xuFdFy6t9AH,Laikipia County
89389382,dm4m7tMGOtw,712996,Sipili B Commuity Unit,5,IZGBFhMdekx,Ol-moran Ward,pXbWrnFPpKb,Laikipia West Sub County,xuFdFy6t9AH,Laikipia County
89389388,kwL8GnkNyVx,712997,Kabati B Community Unit,5,IZGBFhMdekx,Ol-moran Ward,pXbWrnFPpKb,Laikipia West Sub County,xuFdFy6t9AH,Laikipia County
89389194,WCcAiENli6W,712988,Muruku community Unit,5,vU9560o42tL,Salama Ward,pXbWrnFPpKb,Laikipia West Sub County,xuFdFy6t9AH,Laikipia County
89389356,XQduA1EgTZT,712989,Lorien Community Unit,5,JoGNwQRLIWT,Rumuruti Township Ward,pXbWrnFPpKb,Laikipia West Sub County,xuFdFy6t9AH,Laikipia County
89389358,DimS0bg3b0H,712990,Ndurumo community unit,5,JoGNwQRLIWT,Rumuruti Township Ward,pXbWrnFPpKb,Laikipia West Sub County,xuFdFy6t9AH,Laikipia County
89389366,K8qER81NPL7,712992,Rumuruti C Community Unit,5,JoGNwQRLIWT,Rumuruti Township Ward,pXbWrnFPpKb,Laikipia West Sub County,xuFdFy6t9AH,Laikipia County
89389370,e1XQ4synCAK,712993,Rumuruti B Community Unit,5,JoGNwQRLIWT,Rumuruti Township Ward,pXbWrnFPpKb,Laikipia West Sub County,xuFdFy6t9AH,Laikipia County
22962,ckvRzmsUore,11203,Aga Khan Hospital (Mombasa),5,I1ioJIBPdpG,Shimanzi/Ganjoni Ward,C1xuoa1NAMm,Mvita Sub County,wsBsC6gjHvn,Mombasa County
34241,TJGfV5eIek2,16505,Mkm Medical Clinic,5,zY1T5H8vk9z,Baragwi Ward,yOaHQLOLd1H,Kirinyaga East Sub County,Ulj33KBau7V,Kirinyaga County
89389394,qjBhNKvYx3x,712998,Ol-moran B Community Unit,5,IZGBFhMdekx,Ol-moran Ward,pXbWrnFPpKb,Laikipia West Sub County,xuFdFy6t9AH,Laikipia County
34791,KzMuDhGjqVP,11011,Silver Line Medical Clinic,5,uhmsPJrZCXF,Mweiga Ward,odOtfcaMg4p,Kieni West Sub County,ptWVfaCIdVx,Nyeri County
34649,fS76SN2mDYs,10171,Engineer County Hospital,5,vH5k45ZRgZG,Gathara Ward,RAnL5kBKMIt,Kinangop Sub County,mYZacFNIB3h,Nyandarua County
81459,biX48Rvjsef,,Labura Medical Clinic,5,kBloQxkcKxZ,Mwiyogo/Endarasha Ward,odOtfcaMg4p,Kieni West Sub County,ptWVfaCIdVx,Nyeri County
81472,r7CdT1Jp7rV,19647,Tumaini Baraka Medical Clinic,5,kBloQxkcKxZ,Mwiyogo/Endarasha Ward,odOtfcaMg4p,Kieni West Sub County,ptWVfaCIdVx,Nyeri County
81485,hV2iB1KHfL2,19710,Universal Medical Clinic (Nyeri North),5,REFeM2dROq3,Naromoru/Kiamathaga Ward,YXt5ETQPRlB,Kieni East Sub County,ptWVfaCIdVx,Nyeri County
81495,pSABBmP1hJk,19650,Luisoi Medical Clinic,5,fB16JFnw8Ex,Kabaru Ward,YXt5ETQPRlB,Kieni East Sub County,ptWVfaCIdVx,Nyeri County
81497,YtdVcZ5ZPvF,19630,Viva Afya Medical Clinic,5,oCDeWaZZImt,Karatina Town Ward,vznKK4IegIL,Mathira East Sub County,ptWVfaCIdVx,Nyeri County
81498,neIPPsFEhUg,23405,Agakhan University Hospital Valley Arcade Clinic,5,yXbOIljEz90,Kilimani Ward,CcTr4bcVGAG,Dagoretti North Sub County,jkG3zaihdSs,Nairobi County
32322,IPZml6LeKzg,13762,Mama Caro Clinic,5,lOqK0cwQKaH,Bukira East Ward,jtBjNpL9FXS,Kuria West Sub County,fVra3Pwta0Q,Migori County
23745,toCFIFoLvvy,11547,Makanzani Dispensary,5,u36eldinqnE,Ruruma Ward,hJf4rt7cvI6,Rabai Sub County,nrI2khZx3d0,Kilifi County
23747,mITAGtWnWEK,11566,Mariakani Sub County Hospital,5,utg5SKGYTGO,Mariakani Ward,tSKDWoVKiPo,Kaloleni Sub County,nrI2khZx3d0,Kilifi County
23789,nI5nC5oe8Hd,11606,Michaela Denis Medical Clinic,5,FyFIsGw4IJR,Junju Ward,xWAZBULwGxp,Kilifi South Sub County,nrI2khZx3d0,Kilifi County
23913,GDgawUM1x4N,11820,St Mary's Medical Clinic (Malindi),5,EO3kbx8nZIp,Adu Ward,KMWrMZrlO5u,Magarini Sub County,nrI2khZx3d0,Kilifi County
23914,LVgw150DT2K,11654,St Marys Msabaha Catholic Dispensary,5,gWqTliiaRaB,Ganda Ward,lGg3wEy784X,Malindi Sub County,nrI2khZx3d0,Kilifi County
23916,sSKKZYCfGCT,11824,St Peter's Hospital,5,kKIgRAJckI3,Shella Ward,lGg3wEy784X,Malindi Sub County,nrI2khZx3d0,Kilifi County
23918,zbyLu2L0HQt,16527,StanBridge Medical Clinic,5,u6oi5OySCnQ,Malindi Town Ward,lGg3wEy784X,Malindi Sub County,nrI2khZx3d0,Kilifi County
23919,v8TZZfCfq38,11829,Star Specialist Hospital Limited,5,u6oi5OySCnQ,Malindi Town Ward,lGg3wEy784X,Malindi Sub County,nrI2khZx3d0,Kilifi County
44416,U4etGal6GVJ,16698,Lomelo Dispensary,5,prqcH9XZcQe,Kapedo/Napeitom Ward,m1X5Chs8cRL,Suguta Sub county,kphDeKClFch,Turkana County
89395847,aptoteH5dbs,30730,Koyabei Dispensary,5,bHrDi28DWdF,Soin Ward,ScLzA7tQxrH,Sigowet/Soin Sub County,ihZsJ8alvtb,Kericho County
44428,F4blWS8KjpS,17249,Napeitom Dispensary,5,prqcH9XZcQe,Kapedo/Napeitom Ward,m1X5Chs8cRL,Suguta Sub county,kphDeKClFch,Turkana County
89400003,fBIVnctwlk6,30732,East - Cliff Medical Centre,5,X0dFLUEZDlw,Kalama Ward,pJDgmrxMQTn,Kalama Sub County,yhCUgGcCcOo,Machakos County
89399961,c6QbeDEaLUZ,30731,Vena Care Medical Clinic,5,RWCExNJBqjw,Kola Ward,pJDgmrxMQTn,Kalama Sub County,yhCUgGcCcOo,Machakos County
89387152,eXVeZLtjbxN,30703,Park Nicollet Hospital,5,OMFDcpMhxBr,Matungulu West Ward,GnixPSqaV6D,Matungulu Sub County,yhCUgGcCcOo,Machakos County
89400051,YhvhxGPx9Ic,30100,Ekalakala Nursing Home Limited,5,Ado6AndJdpf,Ekalakala Ward,hpcb7MYi6nc,Masinga Sub County,yhCUgGcCcOo,Machakos County
89402113,EjtW3W7hoP2,30735,Safnaan Medical Centre Limited,5,sxXb2Lcz396,Iftin Ward,lQkHbTC1iRg,Garissa Sub County,uyOrcHZBpW0,Garissa County
89400009,m2VwlCmPfuI,30461,St. Patrick Health Care Centre Limited,5,PUxylhB5rfi,Ndithini Ward,hpcb7MYi6nc,Masinga Sub County,yhCUgGcCcOo,Machakos County
81874192,wOqFciSQ1Ln,26670,Uzima Medical clinic,5,W9GVYGq6UqK,Shamata Ward,EESGLsSLTqH,Ndaragwa Sub County,mYZacFNIB3h,Nyandarua County
7918624,rbFcM9ZRB37,20841,Leng'orok Dispensary,5,Oe8JEzBVDa9,Alale Ward,YXpHG1Ez8V2,Pokot North Sub County,XWALbfAPa6n,West Pokot County
87413523,Jouju0Ll8s7,28890,Intergrated Vision Centre Mlimani Mission Hospital,5,U9vp5b6AuGm,Kiplombe Ward,KuprsuBe1l0,Turbo Sub County,pZqQRRW7PHP,Uasin Gishu County
32120,r1ZedtoM2sn,13697,Kionyo Health Centre,5,ZmF6haTsiNT,Masige East Ward,cooDDG3Lh3A,Bobasi Sub County,sPkRcDvhGWA,Kisii County
87045690,kZAdZELPWoe,28572,Lutsanga Dispensary,5,rJRyj2PndJ3,Kambe/Ribe Ward,hJf4rt7cvI6,Rabai Sub County,nrI2khZx3d0,Kilifi County
50587,Ug4NtbPR2MT,12741,Songa Health Centre,5,MhwOKHDNTsU,Karare Ward,WILszL634oZ,Saku Sub County,Eey8fT4Im3y,Marsabit County
89405539,VO6i8S50fZR,25242,Saire Medical Clinic,5,dDmN1rie0ij,Kipreres Ward,OZNRpww2TUK,Bomet East Sub County,HMNARUV2CW4,Bomet County
22782,MWFpSslSbQ4,13319,Daley Dispensary,5,pSar0ObQa6I,Saka Ward,FGBNPr91pXH,Balambala Sub County,uyOrcHZBpW0,Garissa County
24795,wgMCcUAJTuU,11744,Pumwani Dispensary,5,Tj925bvDisP,Mikinduni Ward,A4SNYCxrrnv,Galole Sub County,JsH2bnvNt2d,Tana River County
31775,x34xUVEFge4,10864,Ngenda Health Centre,5,ORuLgjaAGBo,Kiamwangi Ward,EcRytSSIkUq,Gatundu South Sub County,qKzosKQPl6G,Kiambu County
89409096,mctIHG8Cpq5,30736,Brimaxa Hospital Limited,5,Yk6G4ret1OC,Burumba Ward,tvkI2HSIRW9,Matayos Sub County,Tvf1zgVZ0K4,Busia County
89410026,E20AX5VdDs7,27294,Pivot Medical Centre,5,FFfi4zTqdH2,Masogo/Nyang'oma Ward,NmbwkQ5r5cB,Muhoroni Sub County,tAbBVBbueqD,Kisumu County
44963,C61EOhZTS0o,17179,Matoi Dispensary,5,Qa2LjBCOXby,Bunyala Central Ward,G6PJ5kFVAuO,Navakholo Sub County,BjC1xL40gHo,Kakamega County
44605,M2tQEOieF7E,14214,Arpollo Dispensary,5,V9GqRwFec0l,Lomut Ward,SCbMzaOeTuR,Pokot Central Sub County,XWALbfAPa6n,West Pokot County
38225,qc3yUukscvt,15398,Olenguruone Sub County Hospital,5,okaRgHkp8W5,Amalo Ward,QwGkDS0DNls,Kuresoi South Sub County,ob6SxuRcqU4,Nakuru County
50767,AagM6cS5ef7,12031,Gatimbi Health Centre,5,Ay0bToL5BTE,Abothuguchi Central Ward,OnNcTsJgfvL,Imenti Central Sub County,Y52XNJ50hYb,Meru County
89413961,bV9t87LRklE,30737,Lembus Medical Clinic,5,l7Lt0CsaQGl,Tenges Ward,k7Rj54u6dMx,Baringo Central Sub County,vvOK1BxTbet,Baringo County
89414339,kOyL7rwDu6x,30738,Orthofix Orthopaedic Trauma Centre Limited (Makindu),5,HHjcyeBEO9W,Makindu Ward,toa2Hl7iVQI,Kibwezi West Sub County,BoDytkJQ4Qi,Makueni County
89415221,b3Y8nFQPgGX,30739,Ososi Medical Centre,5,F0FgIasVA92,Bokimonge Ward,ntRK47D5dYL,Bomachoge Borabu Sub County,sPkRcDvhGWA,Kisii County
89418341,z0BYueETkEd,30740,Equity Afia Rosslyn Ruaka Medical Centre,5,NQ4XWNy3RM0,Ndenderu Ward,oMaQgNIs85x,Kiambaa Sub County,qKzosKQPl6G,Kiambu County
34948,jx5moTSERAX,22539,Afya Mashinani Medical Centre (Gachami),5,t5i5lYBO7C5,Mahiga Ward,dd7jowvUO95,Nyeri South Sub County,ptWVfaCIdVx,Nyeri County
89420726,mbBwWj4k9J8,30742,Kiusyani Medicare Limited,5,LHmp6sPE2w7,Kwavonza/Yatta Ward,vbauk0RRq9N,Kitui Rural Sub County,j8o6iO4Njsi,Kitui County
51398,N1llXngITyV,12683,Nyagani Dispensary,5,BkpZUfBGM9x,Muthambi Ward,gLD3Q9fHpvy,Muthambi Sub County,T4urHM47nlm,Tharaka Nithi County
32673,LDMTNZ2HsUW,10105,Del Monte Dispensary,5,v5Uz1hZEGu3,Kakuzi/Mitubiri Ward,ETGSIeGBsqt,Ithanga Sub County,ahwTMNAJvrL,Muranga County
45499,Ea0rQYGCbYx,13077,Mathare North Hospital,5,dOQTHZsuaIb,Mathare North Ward,Cc8uEFkzfVf,Ruaraka Sub County,jkG3zaihdSs,Nairobi County
34535,z4uftlBupO5,10817,Naaro Dispensary,5,GqsqQj9CDst,Ng'araria Ward,gwYTo0wITYX,Kandara Sub County,ahwTMNAJvrL,Muranga County
39701,Mr5ai8GXGEj,14752,Kapsaos Dispensary,5,qj48MUGxhs9,Kaptumo/Kaboi Ward,Sq2fLWnOCGg,Aldai Sub County,t0J75eHKxz5,Nandi County
23058,BMjkM5uKh41,13387,Kursin Health Centre,5,feWwmqlVMEq,Lagboghoi South Ward,U7KFQn3Up3o,Wajir South Sub County,CeLsrJOH0g9,Wajir County
23970,UpSJbkTCmSw,11590,Mbuguni Dispensary,5,HLbG24kuSHF,Tsimba Golini Ward,wUNEDOnx9uB,Matuga Sub County,N7YETT3A9r1,Kwale County
35185,dVJIr4Sy7na,15171,Menet Dispensary,5,Va67VduPAgZ,Kembu Ward,OZNRpww2TUK,Bomet East Sub County,HMNARUV2CW4,Bomet County
44535,XeKwwQVklht,15680,Sugoi B Dispensary,5,P1RSkho9WMu,Kamagut Ward,KuprsuBe1l0,Turbo Sub County,pZqQRRW7PHP,Uasin Gishu County
32037,CHWDHwHN1da,14038,Rariw Health Centre,5,nUVin4tYKY2,East Gem Ward,iK2Jk2AxhlD,Rangwe Sub County,nK0A12Q7MvS,Homa Bay County
50446,viOUUiw2SxD,12377,Kivani Health Centre,5,hlz6Fo6Dr90,Kee Ward,pKJ4NZGPzTA,Kaiti Sub County,BoDytkJQ4Qi,Makueni County
81502,T9wI1fsZ2eZ,19948,United States International University VCT Centre,5,RRAEO9Ltfec,Roysambu Ward,j7GpbairCOi,Roysambu Sub County,jkG3zaihdSs,Nairobi County
81525,Uq8ELN6b34h,18276,Darushif Medical Clinic,5,ivNrlSMRNra,Umoja II Ward,aCwUX5V42Zz,Embakasi West Sub County,jkG3zaihdSs,Nairobi County
81633,EJugNXshySN,18548,St Paul Kiamuri(ACK) Dispensary,5,K8rhUYNmJhw,Gaturi Ward,VDlzh6w4LKv,Kiharu Sub County,ahwTMNAJvrL,Muranga County
81639,iUKMWj0YFHW,19729,St Johns Afya Bora Medical Clinic,5,sG1YvrNWJTV,Mbiri Ward,VDlzh6w4LKv,Kiharu Sub County,ahwTMNAJvrL,Muranga County
81830,kKYdOJ0uRod,10851,New Mawingu Health Centre,5,b7xmixlTNYm,Karau Ward,Lm9RMwhIu3G,Olkalou Sub County,mYZacFNIB3h,Nyandarua County
81924,xpXgPL892GT,10852,New Tumaini Health Centre,5,QetTI3w7Tfe,Kanjuiri Range Ward,Lm9RMwhIu3G,Olkalou Sub County,mYZacFNIB3h,Nyandarua County
81926,DOKtWmyEJjJ,19658,Ngurumo Medical Clinic,5,QFG9oFhHG2F,Mirangine Ward,Lm9RMwhIu3G,Olkalou Sub County,mYZacFNIB3h,Nyandarua County
34519,UC5jaamiA17,10714,Mbuti Medical Clinic,5,JqeBiHQ9lNI,Nginda Ward,l46g2PZUjoh,Muranga South Sub County,ahwTMNAJvrL,Muranga County
89423603,cZs4a0kSjM8,30743,Curam Healthcare Limited (Airways Githunguri),5,ZlcAxf7QN8c,Muthwani Ward,BxfsSc6Svrc,Athi River Sub County,yhCUgGcCcOo,Machakos County
34587,EYAftudXX2C,10301,Gracious Medical Clinic,5,W9GVYGq6UqK,Shamata Ward,EESGLsSLTqH,Ndaragwa Sub County,mYZacFNIB3h,Nyandarua County
34616,dAPS3WNKy1K,10890,Nyahururu District Hospital,5,q38k1nKzsRS,Igwamiti Ward,pXbWrnFPpKb,Laikipia West Sub County,xuFdFy6t9AH,Laikipia County
32040,MO9z02WLRpY,14172,Wiga Health Centre,5,zOOEW5td56i,Homa Bay Central Ward,Ur2xRBDtazT,Homa Bay Town Sub County,nK0A12Q7MvS,Homa Bay County
89433631,UQvEdgty9gV,30745,Maganda Medical Center,5,KgGyWS1YxMx,Miritini Ward,vSISrsNNHwq,Jomvu Sub County,wsBsC6gjHvn,Mombasa County
89433644,Ft4ANZjeQ3D,30747,Fairview Medical Centre kawangware,5,arZgeTW65s5,Kawangware Ward,CcTr4bcVGAG,Dagoretti North Sub County,jkG3zaihdSs,Nairobi County
411176,idX7978BeoM,19947,Wamba Integrated Medicare,5,WieLheAfLdw,Wamba East Ward,ldZ10N9unC9,Samburu East Sub County,o36zCRjSd4G,Samburu County
89433639,m552TFfrryJ,30746,Blue Whale Medical Limited,5,QhDd2LAuXAF,Parklands/Highridge Ward,f1T0Ltob8VQ,Westlands Sub County,jkG3zaihdSs,Nairobi County
89433647,yTNyhfeiBca,30748,Fairview Medical Centre kawangware,5,arZgeTW65s5,Kawangware Ward,CcTr4bcVGAG,Dagoretti North Sub County,jkG3zaihdSs,Nairobi County
32104,L4FF5SiKFLv,13483,Aquinas Clinic,5,q6eyMKDnFA0,Bombaba Borabu Ward,ntRK47D5dYL,Bomachoge Borabu Sub County,sPkRcDvhGWA,Kisii County
32659,reIENrdzMKn,10036,Arcade Medical Clinic (Ruiru),5,KoIp1GKz0UI,Mwiki Ward,TPRNJqSm4lK,Ruiru Sub County,qKzosKQPl6G,Kiambu County
34173,vtv9mXNqVJJ,16935,Ngiluni Dispensary (Mwingi Central),5,rPWcODiKrP8,Nguni Ward,uE7HKhqPOtf,Mwingi Central Sub County,j8o6iO4Njsi,Kitui County
34720,N9bhgfxGY0z,10343,Ihwagi Medical Clinic,5,kgPF6QHfrWT,Iriaini Ward,vznKK4IegIL,Mathira East Sub County,ptWVfaCIdVx,Nyeri County
35104,dv9yMrVQBCv,16735,Nyaunyau Dispensary,5,A7kJTCLxqNq,Loiyamorok Ward,st4v8xfqgJf,Tiaty East Sub County,vvOK1BxTbet,Baringo County
49988,qAaK7P7s1U4,,Kilawani Medical Clinic,5,XCMLultdtNW,Kyangwithya East Ward,MWqQbxWqACn,Kitui Central Sub County,j8o6iO4Njsi,Kitui County
77944057,TdONu8hu7bu,25091,The Karen Hospital LTD -  Nakuru Clinic,5,BA2zKL0pmeI,Biashara Ward,FBJ9Y11esHS,Nakuru East Sub County,ob6SxuRcqU4,Nakuru County
32890,dzlUVt1ajq1,16768,Amoyo Health Center,5,MAZrrKvz7hU,Kanyadoto Ward,i2Y2fyNoFyZ,Ndhiwa Sub County,nK0A12Q7MvS,Homa Bay County
74503275,AVuHFqQsWIy,25179,Manyatta Community Nursing Home(Ndhiwa),5,QlqqWw642lA,Kanyamwa Kologi Ward,i2Y2fyNoFyZ,Ndhiwa Sub County,nK0A12Q7MvS,Homa Bay County
23002,eRPHPaOmHQp,14478,Esther Memorial Nursing Home,5,wgKfulEq1ZH,Kiamaina Ward,nwh9bXKykiS,Nakuru North Sub County,ob6SxuRcqU4,Nakuru County
23727,DKaqVPRcJST,16185,Bengo Medical Clinic,5,mi5ayQN77v7,Rabai/Kisurutini Ward,hJf4rt7cvI6,Rabai Sub County,nrI2khZx3d0,Kilifi County
24152,a1v6zcMrGeB,11596,Medical Clinic (Likoni),5,SwcDu8wwQiR,Mtongwe Ward,iy93Mmi73Or,Likoni Sub County,wsBsC6gjHvn,Mombasa County
24705,uMzpY2vfUnF,13887,Nyalenda Health Centre,5,yz3WGD5x3v2,Nyalenda B Ward,OpLt8IgyHop,Kisumu Central Sub County,tAbBVBbueqD,Kisumu County
34541,zYj4CXp4xtS,10875,Nguthuru Dispensary,5,X7rwLIDSf7d,Muruka Ward,gwYTo0wITYX,Kandara Sub County,ahwTMNAJvrL,Muranga County
89440574,Ms1tECeyNpr,30749,Kathwana GK Prison Dispensary,5,SYuNHyY118o,Igambang'ombe Ward,yXwsnpFBIPW,Igambangombe Sub County,T4urHM47nlm,Tharaka Nithi County
89442781,hu9io2jS1MG,30751,The Pine Hospital Limited,5,kKIgRAJckI3,Shella Ward,lGg3wEy784X,Malindi Sub County,nrI2khZx3d0,Kilifi County
32096,JE2D0XB78yW,14132,Sulwe Clinic,5,RvsMMMCame7,East Kamagak Ward,NhsAMiaS0TD,Rachuonyo South Sub County,nK0A12Q7MvS,Homa Bay County
89440576,bDOdVR8D13R,30750,Kathwana GK Prison Dispensary,5,SYuNHyY118o,Igambang'ombe Ward,yXwsnpFBIPW,Igambangombe Sub County,T4urHM47nlm,Tharaka Nithi County
50933,dofeI800FAf,16629,Posland Medical Clinic,5,Ryj106sjw37,Ntima East Ward,BDxUGx86itV,Imenti North Sub County,Y52XNJ50hYb,Meru County
8489878,lIV10nPF4zz,,Eshe Katalel Medical Clinic,5,upVp36SDGsU,Kamariny Ward,rlWH0Ac9vjc,Keiyo North Sub County,MqnLxQBigG0,Elgeyo Marakwet County
32648,vuAbyyIXFVL,14154,Tuungane Youth Centre (Mbita),5,eX9fqY9KVU8,Kasgunga Ward,mCGytMcMf6y,Suba North Sub County,nK0A12Q7MvS,Homa Bay County
88811008,wM5iGje1UdZ,29979,Kakiptui Dispensary,5,Dfh61wYrllH,Kipkaren Ward,Xtb7tbJpk9p,Mosop Sub County,t0J75eHKxz5,Nandi County
44396,qcSRnc4yxHp,14436,Elelea Sub county Hospital,5,NhFq5rXnO3r,Katilia Ward,dr8gOvVAdiE,Turkana East Sub County,kphDeKClFch,Turkana County
87451581,IKqlM1ZuTx2,28957,Tumaini Medical Centre Rwika,5,wCqyM612JwW,Mbeti South Ward,AvnM6jKoocs,Mbeere South Sub County,PFu8alU2KWG,Embu County
88952829,hjcGwhmp0CZ,29081,Talai Clinical services,5,OEuGotz3swq,Mnagei Ward,ylWg6VvADJE,West Pokot Sub County,XWALbfAPa6n,West Pokot County
87821854,yHRrxXQyVtp,29327,Relyon Medical limited,5,x1SnGzy9rZL,Township Ward,YZAZ1a9MIvX,Thika Town Sub County,qKzosKQPl6G,Kiambu County
24698,zishViD2fmn,13808,Milimani Hospital,5,wTeTHBlXnQj,Market Milimani Ward,OpLt8IgyHop,Kisumu Central Sub County,tAbBVBbueqD,Kisumu County
22715,TJnBh1U3GEs,15939,Khunyangu Sub County Hospital,5,uHJ0GgTgj0p,Kingandole Ward,RIBiZFJxB1K,Butula Sub County,Tvf1zgVZ0K4,Busia County
32316,DN8zgNFgcd2,13664,Kehancha Clinic,5,lOqK0cwQKaH,Bukira East Ward,jtBjNpL9FXS,Kuria West Sub County,fVra3Pwta0Q,Migori County
89446122,QWOGbexGUNS,30690,Brian Jake Memorial Hospital,5,FdBel1HNlGu,South Kanyamkago Ward,fCInDXluNhx,Uriri Sub County,fVra3Pwta0Q,Migori County
89447713,R12Heu9TAAj,30754,Nanyuki Policare Centre,5,DpYpJ6E1vRc,Nanyuki Ward,pF6qPMIlHte,Laikipia East Sub County,xuFdFy6t9AH,Laikipia County
51383,nI3CRx9nmMb,12338,Kiroo Clinic,5,VOpqnQgC8om,Mwimbi Ward,wQ8XjZ7zVwL,Mwimbi Sub County,T4urHM47nlm,Tharaka Nithi County
23720,rEcRYHUJSF5,13857,Ntimaru Clinic,5,dkHXkFhXXxJ,Ntimaru West Ward,THm2tCJa2ZQ,Kuria East Sub County,fVra3Pwta0Q,Migori County
89450111,zV231WXrfbk,30755,Mwatete's Medical Clinic,5,FmnSathgx18,Watamu Ward,MEkEH8ZmcOU,Kilifi North Sub County,nrI2khZx3d0,Kilifi County
51399,GT86jRN1PNM,16647,Ponya Clinic,5,yQ9Js5EZ61q,Chogoria Ward,wQ8XjZ7zVwL,Mwimbi Sub County,T4urHM47nlm,Tharaka Nithi County
89451591,vmu7N7Za9Nl,30757,Junction Family Hospital,5,aZGmpSZ2M0H,Njiru Ward,FoqzDgIByL6,Kasarani Sub County,jkG3zaihdSs,Nairobi County
89452136,rfj6UhsIrKP,25788,Embu Childrens Clinic-Town Centre,5,GjGpfHjSGbO,Kirimari Ward,IPOMRXiYjxr,Manyatta Sub County,PFu8alU2KWG,Embu County
34129,jUgbnRDUjdc,16930,Kaikungu Dispensary,5,Apa4iLKG02o,Migwani Ward,svwbDnzhgik,Mwingi West Sub County,j8o6iO4Njsi,Kitui County
54295,OAvannQOdW9,21524,COLLEGE INN FACES VMMC CLINIC,5,fvjC0YNoiP4,Ragana-oruba Ward,VtuwXD7O1O9,Suna West Sub County,fVra3Pwta0Q,Migori County
57200,Z1LdvOhwvQ5,17846,DICE IRDO - Mbita,5,eX9fqY9KVU8,Kasgunga Ward,mCGytMcMf6y,Suba North Sub County,nK0A12Q7MvS,Homa Bay County
35013,lnvcLcYexPi,11028,St Austine Medical Clinic,5,t5i5lYBO7C5,Mahiga Ward,dd7jowvUO95,Nyeri South Sub County,ptWVfaCIdVx,Nyeri County
70899,wYcKvbonrgB,18103,Turi AIC Health Centre,5,PBAbBC0gDLA,Turi Ward,RJ4LGJiSHFg,Molo Sub County,ob6SxuRcqU4,Nakuru County
71857,G8CyKyzJRFd,18611,Lithi Clinic,5,zP3xgQdPmJX,Eastleigh South Ward,qoLIT7y5f5c,Kamukunji Sub County,jkG3zaihdSs,Nairobi County
75158,Stwjam6tZ4X,18217,Family Health Option of Kenya,5,i1zR9ESXM9L,Eastleigh North Ward,qoLIT7y5f5c,Kamukunji Sub County,jkG3zaihdSs,Nairobi County
75209,eCRyPPTMFs9,,Uon/Uom Pumwani Ccc,5,x6E428s1HPf,Pumwani Ward,qoLIT7y5f5c,Kamukunji Sub County,jkG3zaihdSs,Nairobi County
77445,HAXZM3YNUmN,17980,ACK Kanunga Dispensary,5,B7Ek2TSSkr9,Ndumberi Ward,SBz4c48i24Y,Kiambu Town Sub County,qKzosKQPl6G,Kiambu County
78714,JQ7WYfSO3U8,19186,Nkirina Medical Clinic,5,b7S83B5sQai,Ntunene Ward,G9DoZvSdGLx,Igembe North Sub County,Y52XNJ50hYb,Meru County
79958,HMzfCV85snm,17748,St Mary Medical Clinic Gatundu,5,C5gJnXO6h1Y,Mang'u Ward,HEsM6W2ImQR,Gatundu North Sub County,qKzosKQPl6G,Kiambu County
80666,cqlv5P8GMoU,18089,Eremit Dispensary,5,KHFGFujHwZA,Ewuaso Oo Nkidong'i Ward,wYsCfCAUWNB,Kajiado West Sub County,Hsk1YV8kHkT,Kajiado County
